Golduck;Water;;500;80;82;78;95;80;85;https://img.pokemondb.net/artwork/golduck.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/golduck.png;55;1
Mankey;Fighting;;305;40;80;35;35;45;70;https://img.pokemondb.net/artwork/mankey.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/mankey.png;56;1
Primeape;Fighting;;455;65;105;60;60;70;95;https://img.pokemondb.net/artwork/primeape.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/primeape.png;57;1
Growlithe;Fire;;350;55;70;45;70;50;60;https://img.pokemondb.net/artwork/growlithe.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/growlithe.png;58;1
Arcanine;Fire;;555;90;110;80;100;80;95;https://img.pokemondb.net/artwork/arcanine.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/arcanine.png;59;1
Poliwag;Water;;300;40;50;40;40;40;90;https://img.pokemondb.net/artwork/poliwag.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png;60;1
Poliwhirl;Water;;385;65;65;65;50;50;90;https://img.pokemondb.net/artwork/poliwhirl.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png;61;1
Poliwrath;Water;Fighting;510;90;95;95;70;90;70;https://img.pokemondb.net/artwork/poliwrath.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/poliwrath.png;62;1
Abra;Psychic;;310;25;20;15;105;55;90;https://img.pokemondb.net/artwork/abra.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/abra.png;63;1
Kadabra;Psychic;;400;40;35;30;120;70;105;https://img.pokemondb.net/artwork/kadabra.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png;64;1
Alakazam;Psychic;;500;55;50;45;135;95;120;https://img.pokemondb.net/artwork/alakazam.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png;65;1
Machop;Fighting;;305;70;80;50;35;35;35;https://img.pokemondb.net/artwork/machop.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/machop.png;66;1
Machoke;Fighting;;405;80;100;70;50;60;45;https://img.pokemondb.net/artwork/machoke.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png;67;1
Machamp;Fighting;;505;90;130;80;65;85;55;https://img.pokemondb.net/artwork/machamp.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/machamp.png;68;1
Bellsprout;Grass;Poison;300;50;75;35;70;30;40;https://img.pokemondb.net/artwork/bellsprout.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/bellsprout.png;69;1
Weepinbell;Grass;Poison;390;65;90;50;85;45;55;https://img.pokemondb.net/artwork/weepinbell.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/weepinbell.png;70;1
Victreebel;Grass;Poison;490;80;105;65;100;70;70;https://img.pokemondb.net/artwork/victreebel.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/victreebel.png;71;1
Tentacool;Water;Poison;335;40;40;35;50;100;70;https://img.pokemondb.net/artwork/tentacool.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/tentacool.png;72;1
Tentacruel;Water;Poison;515;80;70;65;80;120;100;https://img.pokemondb.net/artwork/tentacruel.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/tentacruel.png;73;1
Geodude;Rock;Ground;300;40;80;100;30;30;20;https://img.pokemondb.net/artwork/geodude.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/geodude.png;74;1
Graveler;Rock;Ground;390;55;95;115;45;45;35;https://img.pokemondb.net/artwork/graveler.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/graveler.png;75;1
Golem;Rock;Ground;495;80;120;130;55;65;45;https://img.pokemondb.net/artwork/golem.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/golem.png;76;1
Ponyta;Fire;;410;50;85;55;65;65;90;https://img.pokemondb.net/artwork/ponyta.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png;77;1
Rapidash;Fire;;500;65;100;70;80;80;105;https://img.pokemondb.net/artwork/rapidash.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png;78;1
Slowpoke;Water;Psychic;315;90;65;65;40;40;15;https://img.pokemondb.net/artwork/slowpoke.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png;79;1
Slowbro;Water;Psychic;490;95;75;110;100;80;30;https://img.pokemondb.net/artwork/slowbro.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png;80;1
Magnemite;Electric;Steel;325;25;35;70;95;55;45;https://img.pokemondb.net/artwork/magnemite.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png;81;1
Magneton;Electric;Steel;465;50;60;95;120;70;70;https://img.pokemondb.net/artwork/magneton.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png;82;1
Farfetch'd;Normal;Flying;377;52;90;55;58;62;60;https://img.pokemondb.net/artwork/farfetchd.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png;83;1
Doduo;Normal;Flying;310;35;85;45;35;35;75;https://img.pokemondb.net/artwork/doduo.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png;84;1
Dodrio;Normal;Flying;470;60;110;70;60;60;110;https://img.pokemondb.net/artwork/dodrio.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png;85;1
Seel;Water;;325;65;45;55;45;70;45;https://img.pokemondb.net/artwork/seel.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/seel.png;86;1
Dewgong;Water;Ice;475;90;70;80;70;95;70;https://img.pokemondb.net/artwork/dewgong.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png;87;1
Grimer;Poison;;325;80;80;50;40;50;25;https://img.pokemondb.net/artwork/grimer.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png;88;1
Muk;Poison;;500;105;105;75;65;100;50;https://img.pokemondb.net/artwork/muk.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/muk.png;89;1
Shellder;Water;;305;30;65;100;45;25;40;https://img.pokemondb.net/artwork/shellder.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png;90;1
Cloyster;Water;Ice;525;50;95;180;85;45;70;https://img.pokemondb.net/artwork/cloyster.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png;91;1
Gastly;Ghost;Poison;310;30;35;30;100;35;80;https://img.pokemondb.net/artwork/gastly.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png;92;1
Haunter;Ghost;Poison;405;45;50;45;115;55;95;https://img.pokemondb.net/artwork/haunter.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png;93;1
Gengar;Ghost;Poison;500;60;65;60;130;75;110;https://img.pokemondb.net/artwork/gengar.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png;94;1
Onix;Rock;Ground;385;35;45;160;30;45;70;https://img.pokemondb.net/artwork/onix.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/onix.png;95;1
Drowzee;Psychic;;328;60;48;45;43;90;42;https://img.pokemondb.net/artwork/drowzee.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png;96;1
Hypno;Psychic;;483;85;73;70;73;115;67;https://img.pokemondb.net/artwork/hypno.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png;97;1
Krabby;Water;;325;30;105;90;25;25;50;https://img.pokemondb.net/artwork/krabby.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png;98;1
Kingler;Water;;475;55;130;115;50;50;75;https://img.pokemondb.net/artwork/kingler.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png;99;1
Voltorb;Electric;;330;40;30;50;55;55;100;https://img.pokemondb.net/artwork/voltorb.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png;100;1
Electrode;Electric;;490;60;50;70;80;80;150;https://img.pokemondb.net/artwork/electrode.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png;101;1
Exeggcute;Grass;Psychic;325;60;40;80;60;45;40;https://img.pokemondb.net/artwork/exeggcute.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png;102;1
Exeggutor;Grass;Psychic;530;95;95;85;125;75;55;https://img.pokemondb.net/artwork/exeggutor.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png;103;1
Cubone;Ground;;320;50;50;95;40;50;35;https://img.pokemondb.net/artwork/cubone.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png;104;1
Marowak;Ground;;425;60;80;110;50;80;45;https://img.pokemondb.net/artwork/marowak.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png;105;1
Hitmonlee;Fighting;;455;50;120;53;35;110;87;https://img.pokemondb.net/artwork/hitmonlee.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png;106;1
Hitmonchan;Fighting;;455;50;105;79;35;110;76;https://img.pokemondb.net/artwork/hitmonchan.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png;107;1
Lickitung;Normal;;385;90;55;75;60;75;30;https://img.pokemondb.net/artwork/lickitung.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png;108;1
Koffing;Poison;;340;40;65;95;60;45;35;https://img.pokemondb.net/artwork/koffing.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png;109;1
Weezing;Poison;;490;65;90;120;85;70;60;https://img.pokemondb.net/artwork/weezing.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png;110;1
Rhyhorn;Ground;Rock;345;80;85;95;30;30;25;https://img.pokemondb.net/artwork/rhyhorn.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png;111;1
Rhydon;Ground;Rock;485;105;130;120;45;45;40;https://img.pokemondb.net/artwork/rhydon.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png;112;1
Chansey;Normal;;450;250;5;5;35;105;50;https://img.pokemondb.net/artwork/chansey.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png;113;1
Tangela;Grass;;435;65;55;115;100;40;60;https://img.pokemondb.net/artwork/tangela.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png;114;1
Kangaskhan;Normal;;490;105;95;80;40;80;90;https://img.pokemondb.net/artwork/kangaskhan.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png;115;1
Horsea;Water;;295;30;40;70;70;25;60;https://img.pokemondb.net/artwork/horsea.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png;116;1
Seadra;Water;;440;55;65;95;95;45;85;https://img.pokemondb.net/artwork/seadra.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png;117;1
Goldeen;Water;;320;45;67;60;35;50;63;https://img.pokemondb.net/artwork/goldeen.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png;118;1
Seaking;Water;;450;80;92;65;65;80;68;https://img.pokemondb.net/artwork/seaking.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png;119;1
Staryu;Water;;340;30;45;55;70;55;85;https://img.pokemondb.net/artwork/staryu.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png;120;1
Starmie;Water;Psychic;520;60;75;85;100;85;115;https://img.pokemondb.net/artwork/starmie.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png;121;1
Mr. Mime;Psychic;Fairy;460;40;45;65;100;120;90;https://img.pokemondb.net/artwork/mr-mime.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png;122;1
Scyther;Bug;Flying;500;70;110;80;55;80;105;https://img.pokemondb.net/artwork/scyther.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png;123;1
Jynx;Ice;Psychic;455;65;50;35;115;95;95;https://img.pokemondb.net/artwork/jynx.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png;124;1
Electabuzz;Electric;;490;65;83;57;95;85;105;https://img.pokemondb.net/artwork/electabuzz.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png;125;1
Magmar;Fire;;495;65;95;57;100;85;93;https://img.pokemondb.net/artwork/magmar.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png;126;1
Pinsir;Bug;;500;65;125;100;55;70;85;https://img.pokemondb.net/artwork/pinsir.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png;127;1
Tauros;Normal;;490;75;100;95;40;70;110;https://img.pokemondb.net/artwork/tauros.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png;128;1
Magikarp;Water;;200;20;10;55;15;20;80;https://img.pokemondb.net/artwork/magikarp.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png;129;1
Gyarados;Water;Flying;540;95;125;79;60;100;81;https://img.pokemondb.net/artwork/gyarados.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png;130;1
Lapras;Water;Ice;535;130;85;80;85;95;60;https://img.pokemondb.net/artwork/lapras.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png;131;1
Ditto;Normal;;288;48;48;48;48;48;48;https://img.pokemondb.net/artwork/ditto.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png;132;1
Eevee;Normal;;325;55;55;50;45;65;55;https://img.pokemondb.net/artwork/eevee.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png;133;1
Vaporeon;Water;;525;130;65;60;110;95;65;https://img.pokemondb.net/artwork/vaporeon.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png;134;1
Jolteon;Electric;;525;65;65;60;110;95;130;https://img.pokemondb.net/artwork/jolteon.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png;135;1
Flareon;Fire;;525;65;130;60;95;110;65;https://img.pokemondb.net/artwork/flareon.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png;136;1
Porygon;Normal;;395;65;60;70;85;75;40;https://img.pokemondb.net/artwork/porygon.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png;137;1
Omanyte;Rock;Water;355;35;40;100;90;55;35;https://img.pokemondb.net/artwork/omanyte.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png;138;1
Omastar;Rock;Water;495;70;60;125;115;70;55;https://img.pokemondb.net/artwork/omastar.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png;139;1
Kabuto;Rock;Water;355;30;80;90;55;45;55;https://img.pokemondb.net/artwork/kabuto.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png;140;1
Kabutops;Rock;Water;495;60;115;105;65;70;80;https://img.pokemondb.net/artwork/kabutops.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png;141;1
Aerodactyl;Rock;Flying;515;80;105;65;60;75;130;https://img.pokemondb.net/artwork/aerodactyl.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png;142;1
Snorlax;Normal;;540;160;110;65;65;110;30;https://img.pokemondb.net/artwork/snorlax.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png;143;1
Articuno;Ice;Flying;580;90;85;100;95;125;85;https://img.pokemondb.net/artwork/articuno.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png;144;1
Zapdos;Electric;Flying;580;90;90;85;125;90;100;https://img.pokemondb.net/artwork/zapdos.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png;145;1
Moltres;Fire;Flying;580;90;100;90;125;85;90;https://img.pokemondb.net/artwork/moltres.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png;146;1
Dratini;Dragon;;300;41;64;45;50;50;50;https://img.pokemondb.net/artwork/dratini.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png;147;1
Dragonair;Dragon;;420;61;84;65;70;70;70;https://img.pokemondb.net/artwork/dragonair.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png;148;1
Dragonite;Dragon;Flying;600;91;134;95;100;100;80;https://img.pokemondb.net/artwork/dragonite.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png;149;1
Mewtwo;Psychic;;680;106;110;90;154;90;130;https://img.pokemondb.net/artwork/mewtwo.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png;150;1
Mew;Psychic;;600;100;100;100;100;100;100;https://img.pokemondb.net/artwork/mew.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/mew.png;151;1
Chikorita;Grass;;318;45;49;65;49;65;45;https://img.pokemondb.net/artwork/chikorita.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png;152;2
Bayleef;Grass;;405;60;62;80;63;80;60;https://img.pokemondb.net/artwork/bayleef.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png;153;2
Meganium;Grass;;525;80;82;100;83;100;80;https://img.pokemondb.net/artwork/meganium.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png;154;2
Cyndaquil;Fire;;309;39;52;43;60;50;65;https://img.pokemondb.net/artwork/cyndaquil.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png;155;2
Quilava;Fire;;405;58;64;58;80;65;80;https://img.pokemondb.net/artwork/quilava.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png;156;2
Typhlosion;Fire;;534;78;84;78;109;85;100;https://img.pokemondb.net/artwork/typhlosion.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png;157;2
Totodile;Water;;314;50;65;64;44;48;43;https://img.pokemondb.net/artwork/totodile.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png;158;2
Croconaw;Water;;405;65;80;80;59;63;58;https://img.pokemondb.net/artwork/croconaw.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png;159;2
Feraligatr;Water;;530;85;105;100;79;83;78;https://img.pokemondb.net/artwork/feraligatr.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png;160;2
Sentret;Normal;;215;35;46;34;35;45;20;https://img.pokemondb.net/artwork/sentret.jpg;https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png;161;2
